Price,Close
Ticker,USDJPY=X
Date,
2023-03-08,137.39100646972656
2023-03-09,137.2259979248047
2023-03-10,136.39500427246094
2023-03-13,134.97999572753906
2023-03-14,133.11399841308594
2023-03-15,134.39700317382812
2023-03-16,132.9290008544922
2023-03-17,133.3679962158203
2023-03-20,132.28399658203125
2023-03-21,131.39199829101562
2023-03-22,132.34800720214844
2023-03-23,131.1790008544922
2023-03-24,130.86500549316406
2023-03-27,130.8459930419922
2023-03-28,131.23300170898438
2023-03-29,131.04600524902344
2023-03-30,132.5760040283203
2023-03-31,133.2010040283203
2023-04-03,133.3470001220703
2023-04-04,132.2989959716797
2023-04-05,131.48500061035156
2023-04-06,130.9340057373047
2023-04-07,131.66900634765625
2023-04-10,132.0970001220703
2023-04-11,133.468994140625
2023-04-12,133.593994140625
2023-04-13,133.0850067138672
2023-04-14,132.48699951171875
2023-04-17,133.9709930419922
2023-04-18,134.4250030517578
2023-04-19,134.04400634765625
2023-04-20,134.70399475097656
2023-04-21,133.99600219726562
2023-04-24,133.96099853515625
2023-04-25,134.08399963378906
2023-04-26,133.71099853515625
2023-04-27,133.46499633789062
2023-04-28,133.802001953125
2023-05-01,136.38600158691406
2023-05-02,137.52099609375
2023-05-03,136.46600341796875
2023-05-04,134.54400634765625
2023-05-05,134.1790008544922
2023-05-08,135.19900512695312
2023-05-09,135.072998046875
2023-05-10,135.28799438476562
2023-05-11,134.08700561523438
2023-05-12,134.4980010986328
2023-05-15,135.82200622558594
2023-05-16,136.0449981689453
2023-05-17,136.42999267578125
2023-05-18,137.61399841308594
2023-05-19,138.6199951171875
2023-05-22,137.69200134277344
2023-05-23,138.6719970703125
2023-05-24,138.59800720214844
2023-05-25,139.2830047607422
2023-05-26,140.01699829101562
2023-05-29,140.87100219726562
2023-05-30,140.4409942626953
2023-05-31,139.79200744628906
2023-06-01,139.1269989013672
2023-06-02,138.7480010986328
2023-06-05,140.20700073242188
2023-06-06,139.38299560546875
2023-06-07,139.52699279785156
2023-06-08,139.8990020751953
2023-06-09,138.86300659179688
2023-06-12,139.37100219726562
2023-06-13,139.4600067138672
2023-06-14,140.177001953125
2023-06-15,139.9770050048828
2023-06-16,140.26800537109375
2023-06-19,141.86700439453125
2023-06-20,141.8990020751953
2023-06-21,141.3350067138672
2023-06-22,141.68800354003906
2023-06-23,143.02999877929688
2023-06-26,143.54100036621094
2023-06-27,143.4600067138672
2023-06-28,143.8820037841797
2023-06-29,144.38900756835938
2023-06-30,144.77999877929688
2023-07-03,144.3979949951172
2023-07-04,144.58399963378906
2023-07-05,144.406005859375
2023-07-06,144.48899841308594
2023-07-07,143.9510040283203
2023-07-10,142.20899963378906
2023-07-11,141.2969970703125
2023-07-12,140.1179962158203
2023-07-13,138.31500244140625
2023-07-14,138.0749969482422
2023-07-17,138.6820068359375
2023-07-18,138.72900390625
2023-07-19,139.02699279785156
2023-07-20,139.59800720214844
2023-07-21,139.86399841308594
2023-07-24,141.75
2023-07-25,141.52200317382812
2023-07-26,140.91299438476562
2023-07-27,140.36700439453125
2023-07-28,138.86399841308594
2023-07-31,140.75799560546875
2023-08-01,142.322998046875
2023-08-02,142.97000122070312
2023-08-03,143.343994140625
2023-08-04,142.59800720214844
2023-08-07,141.87600708007812
2023-08-08,142.5240020751953
2023-08-09,143.2779998779297
2023-08-10,143.7270050048828
2023-08-11,144.85400390625
2023-08-14,144.81700134277344
2023-08-15,145.43699645996094
2023-08-16,145.60800170898438
2023-08-17,146.33299255371094
2023-08-18,145.71400451660156
2023-08-21,145.30499267578125
2023-08-22,146.23800659179688
2023-08-23,145.76300048828125
2023-08-24,144.67300415039062
2023-08-25,146.06700134277344
2023-08-28,146.531005859375
2023-08-29,146.46400451660156
2023-08-30,145.98800659179688
2023-08-31,146.0989990234375
2023-09-01,145.47300720214844
2023-09-04,146.0570068359375
2023-09-05,146.54299926757812
2023-09-06,147.4709930419922
2023-09-07,147.70899963378906
2023-09-08,147.33099365234375
2023-09-11,147.11300659179688
2023-09-12,146.67799377441406
2023-09-13,147.1580047607422
2023-09-14,147.3459930419922
2023-09-15,147.48199462890625
2023-09-18,147.8679962158203
2023-09-19,147.60499572753906
2023-09-20,147.74200439453125
2023-09-21,148.3209991455078
2023-09-22,147.6439971923828
2023-09-25,148.4340057373047
2023-09-26,148.81100463867188
2023-09-27,149.0449981689453
2023-09-28,149.4980010986328
2023-09-29,149.33700561523438
2023-10-02,149.5399932861328
2023-10-03,149.8509979248047
2023-10-04,149.19200134277344
2023-10-05,148.96600341796875
2023-10-06,148.46299743652344
2023-10-09,149.16000366210938
2023-10-10,148.32699584960938
2023-10-11,148.6280059814453
2023-10-12,149.03599548339844
2023-10-13,149.7899932861328
2023-10-16,149.5659942626953
2023-10-17,149.5780029296875
2023-10-18,149.75900268554688
2023-10-19,149.74200439453125
2023-10-20,149.802001953125
2023-10-23,149.8800048828125
2023-10-24,149.7689971923828
2023-10-25,149.85400390625
2023-10-26,150.09800720214844
2023-10-27,150.36599731445312
2023-10-30,149.73300170898438
2023-10-31,149.11099243164062
2023-11-01,151.29400634765625
2023-11-02,150.5749969482422
2023-11-03,150.4969940185547
2023-11-06,149.44900512695312
