Date,USDTRY,USDJPY,EURUSD,TRYJPY,EURTRY
Date,,,,,
2023-09-07,26.816499710083008,147.70899963378906,1.0724204778671265,5.508138691875974,28.758563433810878
2023-09-08,26.85810089111328,147.33099365234375,1.0697818994522097,5.485532809994475,28.732310186974253
2023-09-11,26.66509056091309,147.11300659179688,1.071811318397522,5.517063827543937,28.579945869281577
2023-09-12,26.866870880126957,146.67799377441406,1.0750375986099243,5.459437179299868,28.882896353134587
2023-09-13,26.9192008972168,147.1580047607422,1.075326681137085,5.466655764508856,28.94693495966658
2023-09-14,26.885499954223636,147.3459930419922,1.073422074317932,5.480500392139613,28.859489129937398
2023-09-15,26.94440078735352,147.48199462890625,1.0637166500091553,5.473567432166746,28.66120774202773
2023-09-18,26.786020278930664,147.8679962158203,1.0668259859085083,5.520342129066864,28.576022492635502
2023-09-19,26.987499237060547,147.60499572753906,1.0692671537399292,5.469383970369537,28.85684649577024
2023-09-20,27.018299102783203,147.74200439453125,1.0682048797607422,5.468220032374728,28.8610789444283
2023-09-21,27.02280044555664,148.3209991455078,1.065303087234497,5.488735316102156,28.787472740373232
2023-09-22,27.104780197143555,147.6439971923828,1.0661548376083374,5.447157147872474,28.897892529495266
2023-09-25,27.178089141845703,148.4340057373047,1.0648492574691772,5.461532080589251,28.940568042125506
2023-09-26,27.207380294799805,148.81100463867188,1.0591648817062378,5.469508751899733,28.81710173147826
2023-09-27,27.34280014038086,149.0449981689453,1.0569483041763306,5.4509778590244,28.899926239807883
2023-09-28,27.332799911499023,149.4980010986328,1.0505305528640747,5.469545805138623,28.7139414023502
2023-09-29,27.45890045166016,149.33700561523438,1.0562450885772705,5.438564660596433,29.00332873979824
2023-10-02,27.48110008239746,149.5399932861328,1.0565240383148191,5.441557755612485,29.034442836388273
2023-10-03,27.46199989318848,149.8509979248047,1.0480751991271973,5.456667340603001,28.782241006484586
2023-10-04,27.5275993347168,149.19200134277344,1.0472300052642822,5.419724383833862,28.827727996208527
2023-10-05,27.55459976196289,148.96600341796875,1.0507071018218994,5.40621183776385,28.95181365775443
2023-10-06,27.582599639892575,148.46299743652344,1.0546631813049316,5.382487487575397,29.090352284869365
2023-10-09,27.71269989013672,149.16000366210938,1.056747317314148,5.382369969488148,29.28532126443406
2023-10-10,27.71969985961914,148.32699584960938,1.0578875541687012,5.350959664093828,29.324325486782982
2023-10-11,27.727500915527344,148.6280059814453,1.0604791641235352,5.360310200123875,29.404436994132993
2023-10-12,27.718799591064453,149.03599548339844,1.0624282360076904,5.376711750946181,29.449235353785298
2023-10-13,27.842300415039062,149.7899932861328,1.0536741018295288,5.379943145977389,29.3367108826842
2023-10-16,27.706300735473636,149.5659942626953,1.052155375480652,5.398266469806963,29.15133325351213
2023-10-17,27.87019920349121,149.5780029296875,1.055431246757507,5.36695133886773,29.41507909272081
2023-10-18,27.96139907836914,149.75900268554688,1.057305932044983,5.35591950409234,29.56375311383681
2023-10-19,28.01955986022949,149.74200439453125,1.053851842880249,5.344195452801264,29.5284647953963
2023-10-20,28.02429962158203,149.802001953125,1.0586491823196411,5.345432498793286,29.667901879468445
2023-10-23,28.04990005493164,149.8800048828125,1.0589966773986816,5.343334720954241,29.704750959537705
2023-10-24,28.081710815429688,149.7689971923828,1.0669853687286377,5.33332880524114,29.96277456893222
2023-10-25,28.122499465942383,149.85400390625,1.059535264968872,5.328616117060647,29.796779923234226
2023-10-26,28.1481990814209,150.09800720214844,1.056725025177002,5.332419554372841,29.744906383001762
2023-10-27,28.16670036315918,150.36599731445312,1.0564459562301636,5.338431387977745,29.756596699006195
2023-10-30,28.202829360961918,149.73300170898438,1.0562450885772705,5.309148234476195,29.789099996498866
2023-10-31,28.257369995117188,149.11099243164062,1.061503529548645,5.276888558893014,29.995297985578873
2023-11-01,28.302400588989254,151.29400634765625,1.0579099655151367,5.345624512378485,29.941391631093207
2023-11-02,28.32309913635254,150.5749969482422,1.05870521068573,5.316331953058768,29.98581263842493
2023-11-03,28.35890007019043,150.4969940185547,1.061909317970276,5.306869929583418,30.114580231923135
2023-11-06,28.383150100708008,149.44900512695312,1.073214769363403,5.265412915644806,30.461215889138195
2023-11-07,28.447599411010746,149.98899841308594,1.0721560716629028,5.272465920447128,30.50026643274919
2023-11-08,28.49519920349121,150.39599609375,1.0696102380752563,5.277941558496758,30.47875680404809
2023-11-09,28.517309188842773,150.86399841308594,1.07104229927063,5.29026064184592,30.543244402629632
2023-11-10,28.52580070495605,151.3489990234375,1.0667576789855957,5.305688018676448,30.430116951224587
2023-11-13,28.513660430908203,151.468994140625,1.069015622138977,5.312155361730962,30.481548445006865
2023-11-14,28.60610008239746,151.64599609375,1.0701825618743896,5.30117686986155,30.613749471415304
2023-11-15,28.64119911193848,150.48500061035156,1.0878314971923828,5.254144563648002,31.15679851132518
2023-11-16,28.679689407348636,151.21499633789062,1.0854581594467163,5.272546511579187,31.130602877604137
2023-11-17,28.70190048217773,150.7050018310547,1.0853756666183472,5.250697664589634,31.152344369057115
2023-11-20,28.647829055786133,149.94200134277344,1.090702772140503,5.2339743109605354,31.24626656695318
2023-11-21,28.777830123901367,148.36199951171875,1.0945948362350464,5.155426898864658,31.5000642516718
2023-11-22,28.79397964477539,148.15199279785156,1.0918222665786743,5.145241978551355,31.43790811957888
2023-11-23,28.83180046081543,149.4600067138672,1.0890873670578003,5.183859638491689,31.40034965140535
2023-11-24,28.840700149536133,149.63499450683594,1.0906314849853516,5.188327389106142,31.454575632105843
2023-11-27,28.842559814453125,149.5709991455078,1.0940439701080322,5.185774082040983,31.555028647482686
2023-11-28,28.909400939941406,148.45199584960938,1.095842361450195,5.1350768616068825,31.68014619413588
2023-11-29,28.91860008239746,147.06300354003906,1.100594401359558,5.085412264805835,31.8276493458427
2023-11-30,28.940919876098636,147.03900146484375,1.0973695516586304,5.080660949767477,31.758884269022705
2023-12-01,28.88640022277832,147.99899291992188,1.089205980300903,5.123483430905923,31.463239872015485
2023-12-04,28.89620018005371,146.39300537109375,1.088814616203308,5.066168024131595,31.462605108779144
2023-12-05,28.917800903320312,147.32699584960938,1.0837758779525757,5.094681865407457,31.340415062453758
2023-12-06,28.91469955444336,147.18499755859375,1.0793657302856443,5.0903173758198585,31.20953580057175
2023-12-07,28.914899826049805,147.1840057373047,1.076669692993164,5.090247817656444,31.131796318641136
2023-12-08,28.91069984436035,144.2779998779297,1.079214334487915,4.990470678836721,31.200841692111226
2023-12-11,28.876100540161133,144.98300170898438,1.0765769481658936,5.020864971270645,31.087344194458183
2023-12-12,28.96109962463379,146.0850067138672,1.076658010482788,5.044180248929841,31.181199903252036
2023-12-13,29.027099609375,145.27999877929688,1.0798670053482056,5.00497813196518,31.34540712911985
2023-12-14,28.99180030822754,142.7729949951172,1.0886130332946775,4.924599144489825,31.560851674213147
2023-12-15,28.976600646972656,142.2790069580078,1.0993602275848389,4.910134514790729,31.85572228189085
2023-12-18,28.84041976928711,142.31300354003906,1.0895264148712158,4.9344983422048445,31.42239915461232
2023-12-19,29.0386905670166,142.7220001220703,1.092382788658142,4.914891041408738,31.72136578057848
2023-12-20,29.088720321655277,143.88900756835938,1.0981045961380005,4.946556808868636,31.942457480982515
2023-12-21,29.1254997253418,143.5229949951172,1.094570875167847,4.9277436043522815,31.87992372406826
2023-12-22,29.10354995727539,142.07000732421875,1.100618600845337,4.881535329290772,32.031908433608805
2023-12-25,28.833330154418945,142.3419952392578,1.102657437324524,4.936717142173143,31.793285937603514
2023-12-26,29.311399459838867,142.22999572753906,1.1020255088806152,4.852378199219593,32.30190990573192
2023-12-27,29.30590057373047,142.46099853515625,1.1043012142181396,4.861171154823918,32.36254158732663
2023-12-28,29.38789939880371,141.3990020751953,1.110864281654358,4.811470195823224,32.64596775498262
2023-12-29,29.519800186157227,141.42999267578125,1.1068191528320312,4.7910213410625415,32.67308023381338
2024-01-01,29.018070220947266,140.95199584960938,1.1055831909179688,4.857386958415326,32.081890669156564
2024-01-02,29.428199768066406,141.12600708007812,1.1038745641708374,4.7956044947478915,32.48504119330664
2024-01-03,29.74485969543457,142.15499877929688,1.0941756963729858,4.779145043374191,32.54610257076888
2024-01-04,29.77907943725586,142.99899291992188,1.0927767753601074,4.801995079170225,32.54188640063694
2024-01-05,29.840900421142575,144.76499938964844,1.0947387218475342,4.851227588530841,32.66798918582116
2024-01-08,29.78428077697754,144.71600341796875,1.0942236185073853,4.858804699753918,32.59066348642432
2024-01-09,29.91390037536621,144.22999572753906,1.095170259475708,4.821504180922893,32.76081403602029
2024-01-10,29.96179962158203,144.42799377441406,1.093242645263672,4.8204045016835355,32.75551707515843
2024-01-11,29.85420036315918,145.73399353027344,1.0975141525268557,4.881523931557476,32.765407410939595
2024-01-12,30.06089973449707,145.04600524902344,1.0981649160385132,4.825071988200426,33.01182543297614
2024-01-15,30.06355094909668,145.1490020751953,1.094570875167847,4.828072449623806,32.90668727300591
2024-01-16,30.07284927368164,145.79400634765625,1.094570875167847,4.848027701693314,32.91686494828446
2024-01-17,30.118099212646484,147.24600219726562,1.087878942489624,4.888954019230986,32.764845921251435
2024-01-18,30.137819290161133,148.1179962158203,1.0885775089263916,4.914688577490253,32.80735224735736
2024-01-19,30.153600692749023,148.1280059814453,1.0879143476486206,4.912448350391048,32.80453482690905
2024-01-22,30.19136047363281,148.12100219726562,1.089229702949524,4.906072461578039,32.88532660033706
2024-01-23,30.2587890625,148.14199829101562,1.088020920753479,4.895833669517509,32.92219553666655
2024-01-24,30.27949905395508,148.25100708007812,1.0857881307601929,4.896085196651023,32.87712067814892
2024-01-25,30.24799919128418,147.59100341796875,1.088174819946289,4.879364168341303,32.91511107371116
2024-01-26,30.29730033874512,147.72300720214844,1.0847046375274658,4.875781193390215,32.8636221819993
2024-01-29,30.324670791625977,148.13999938964844,1.0843517780303955,4.885131331106046,32.88261069108603
2024-01-30,30.34501075744629,147.46800231933594,1.0834470987319946,4.859711650724959,32.87721386614635
2024-01-31,30.358400344848636,147.36900329589844,1.08433997631073,4.854307263291122,32.91882711076483
2024-02-01,30.35980033874512,146.99600219726562,1.0803920030593872,4.841797395145237,32.80048550045991
2024-02-02,30.44300079345703,146.4510040283203,1.0874648094177246,4.810662556622747,33.10569205596039
2024-02-05,30.300920486450195,148.50100708007812,1.0780043601989746,4.900874451866372,32.664524402435745
2024-02-06,30.536800384521484,148.63999938964844,1.0741831064224243,4.8675695396362215,32.80211509724677
2024-02-07,30.541120529174805,147.8179931640625,1.075719952583313,4.839966268521727,32.85369272748517
2024-02-08,30.59149932861328,148.08599853515625,1.077574610710144,4.8407564776220795,32.96462298007009
2024-02-09,30.668399810791016,149.25900268554688,1.077725529670715,4.8668663381983315,33.052117430238006
2024-02-12,30.64838981628418,149.16700744628906,1.0798202753067017,4.867042227681184,33.094752729127094
2024-02-13,30.712900161743164,149.40499877929688,1.0772264003753662,4.864568243066796,33.08474688632259
2024-02-14,30.722900390625,150.7239990234375,1.070893168449402,4.905916990487997,32.90094414327178
2024-02-15,30.750099182128903,150.54400634765625,1.073214769363403,4.895724252985441,33.001460601650244
2024-02-16,30.815000534057617,149.9459991455078,1.0773887634277344,4.866006702799931,33.19973532041331
2024-02-19,30.80282974243164,150.09100341796875,1.0784927606582642,4.872636854243777,33.22062888500159
2024-02-20,30.867900848388672,150.27000427246094,1.0775396823883057,4.868164019656851,33.26138807616644
2024-02-21,30.904909133911133,149.93899536132812,1.0813149213790894,4.851623886407227,33.41793939036302
2024-02-22,31.01650047302246,150.35499572753906,1.082040309906006,4.847580914497909,33.56110378402901
2024-02-23,31.07349967956543,150.48300170898438,1.0825674533843994,4.842808285541943,33.6391594158481
2024-02-26,31.09312057495117,150.4980010986328,1.0820051431655884,4.840234698728665,33.64291637916494
2024-02-27,31.11552047729492,150.5659942626953,1.0850930213928225,4.838935423643765,33.76323412691818
2024-02-28,31.14579963684082,150.4949951171875,1.084481120109558,4.831951559181497,33.777031676869
2024-02-29,31.208839416503903,150.656005859375,1.0838816165924072,4.827350477496606,33.826687318733086
2024-03-01,31.279409408569336,150.09500122070312,1.0804970264434814,4.798524142837011,33.797308854867424
2024-03-04,31.390369415283203,150.10499572753906,1.084269404411316,4.781880510601975,34.035617150160306
2024-03-05,31.5713005065918,150.46600341796875,1.0855170488357544,4.7659108431897765,34.27118495382229
2024-03-06,31.688119888305664,150.0489959716797,1.0855995416641235,4.735181402385898,34.400608426942426
2024-03-07,31.79730987548828,149.2689971923828,1.089953899383545,4.694390744905449,34.65760188869535
